rank,upc,department,name,size,price,stock,margin,rank_score,quick_seo_title,quick_description,quick_meta_description,quick_sellability_rating,quick_imageability_rating,quick_imageability_notes,quick_image_prompt,judge_sellability,judge_imageability,judge_image_match,judge_note,quick_filter_score,judge_score,selection_stage,passed_thresholds,pro_seo_title,pro_description,pro_meta_description,pro_sellability_rating,pro_imageability_rating,pro_imageability_notes,pro_image_prompt
365,721733000012,Tequila,Patron TEQ Añejo,750ml,58.59,12.0,13.59,49.695,Patron Añejo Tequila 750ml | Aged Premium Tequila,Patron Añejo is a premium aged tequila with rich oak and vanilla notes. This 750ml bottle is the pinnacle of the Patron range. Enjoy neat or on the rocks.,"Shop Patron Añejo Tequila 750ml. Premium aged tequila, rich and smooth. Special occasion.",8,10,"Patron Añejo bottle, aged look.","Patron Añejo Tequila 750ml bottle on white background, front view.",,,,,952.095,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Patron Añejo Tequila 750ml | Premium Aged Tequila,"Patron Añejo is a premium tequila aged in oak barrels for a smooth, complex taste. Notes of vanilla, dried fruit, and spice make it perfect for sipping neat or elevating classic cocktails. This 750ml bottle delivers exceptional quality for any occasion.","Buy Patron Añejo Tequila 750ml online. Aged in oak barrels for a smooth, complex flavor with vanilla and spice. Perfect for sipping or cocktails. Premium tequila.",9,9,"Well-known bottle shape and label design, easy to depict.","Patron Añejo tequila 750ml bottle, clear glass, green label, cork stopper, plain white background, product photography."
374,721733000159,Tequila,Patron Reposado TEQ 80,750ml,53.99,12.0,12.49,49.684,Patron Reposado Tequila 750ml - 80 Proof | Premium Aged,"Patron Reposado is a premium reposado tequila aged for a smooth, mellow flavor. This 750ml bottle offers notes of oak and agave. A top choice for tequila lovers.","Shop Patron Reposado Tequila 750ml. Premium reposado, smooth and aged. Iconic brand.",8,10,"Patron Reposado bottle, classic label.","Patron Reposado Tequila 750ml bottle on white background, front view.",,,,,952.084,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Patron Reposado Tequila 750ml | 80 Proof,"Patron Reposado is aged in oak barrels for a smooth, balanced taste with hints of agave and light oak. Perfect for sipping or premium cocktails, this 80-proof tequila comes in a 750ml bottle, ideal for any occasion.","Buy Patron Reposado Tequila 750ml online. Aged in oak for a smooth, balanced flavor. Perfect for sipping or cocktails. 80 proof. Order now.",9,10,Iconic bottle shape and label are widely recognized and easy to generate.,"Patron Reposado tequila bottle, 750ml, clear glass, green label, cork stopper, plain white background, product photography."
378,082000790839,Vodka,SMIRNOFF,750ml,16.19,12.0,3.74,49.678,Smirnoff Vodka 750ml - No. 21 | Smooth Vodka,"Smirnoff No. 21 Vodka is the world's best-selling vodka, known for its smooth, clean taste. This 750ml bottle is triple distilled for quality.","Get Smirnoff Vodka 750ml. World's best-selling vodka, smooth and clean. Available now.",8,10,Classic Smirnoff bottle.,"Smirnoff No. 21 Vodka 750ml bottle on white background, front view.",,,,,952.078,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Smirnoff Vodka 750ml | Smooth & Classic,Smirnoff No. 21 Vodka is triple distilled and ten times filtered for exceptional smoothness. Perfect for classic cocktails like Moscow Mule or Martini. This 750ml bottle offers great value for any home bar or gathering.,"Buy Smirnoff Vodka 750ml online. Triple distilled, smooth taste ideal for cocktails. Great value for your home bar. Order now.",9,10,"Clear bottle with red label, well-known brand, simple product shot.","Smirnoff No. 21 Vodka 750ml bottle, clear glass, red label, plain white background, product photography."
379,082000778639,Vodka,Smirnoff,750ml,16.19,12.0,3.74,49.678,Smirnoff Vodka 750ml - Triple Distilled,"Smirnoff Vodka is triple distilled for exceptional smoothness. This 750ml bottle offers a clean, crisp taste perfect for any cocktail or mixer.","Buy Smirnoff Vodka 750ml. Triple distilled, smooth and clean. Great for mixing.",8,10,Smirnoff red label bottle.,"Smirnoff Vodka 750ml bottle on white background, front label.",,,,,952.078,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Smirnoff Vodka 750ml - Smooth & Classic,"Smirnoff Vodka is a classic, triple-distilled spirit known for its smooth, clean taste. Perfect for cocktails or sipping neat, this 750ml bottle offers exceptional quality at a great value. A versatile staple for any home bar.",Buy Smirnoff Vodka 750ml online. Triple-distilled for smoothness. Perfect for cocktails. Great value. Order now for pickup or delivery.,9,10,"Clear bottle, red label, iconic brand, easy to visualize.","Smirnoff vodka 750ml bottle on plain white background, clear glass, red label, product photography."
380,082000790808,Vodka,Smirnoff,750ml,16.19,12.0,3.74,49.678,Smirnoff Vodka 750ml - Classic Smooth,"Smirnoff Vodka is a classic choice for any occasion. This 750ml bottle delivers a smooth, clean taste that mixes perfectly in any cocktail.","Shop Smirnoff Vodka 750ml. Classic smooth vodka, perfect for cocktails. Available now.",8,10,"Smirnoff bottle, red and silver label.","Smirnoff Vodka 750ml bottle on white background, front view.",,,,,952.078,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Smirnoff Vodka 750ml | Smooth & Classic,"Smirnoff Vodka delivers a smooth, clean taste perfect for any occasion. Triple distilled and ten times filtered, this 750ml bottle offers exceptional quality at a great value. Ideal for classic cocktails or sipping neat.","Buy Smirnoff Vodka 750ml online. Triple distilled, smooth taste. Perfect for cocktails. Great value. Order now for pickup or delivery.",9,10,"Clear bottle with red label, widely recognized brand.","Smirnoff Vodka 750ml bottle, clear glass, red label, plain white background, product photography."
382,082000000068,Vodka,Smirnoff Triple Destilled,750ml,16.19,12.0,3.74,49.678,Smirnoff Triple Distilled Vodka 750ml | Smooth & Clean,Smirnoff Triple Distilled Vodka is made with three distillations for ultimate smoothness. This 750ml bottle is a versatile choice for any bar.,"Buy Smirnoff Triple Distilled Vodka 750ml. Smooth and clean, triple distilled. Great value.",8,10,Smirnoff bottle with triple distilled label.,"Smirnoff Triple Distilled Vodka 750ml bottle on white background, front view.",,,,,952.078,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Smirnoff Triple Distilled Vodka 750ml,"Smirnoff Triple Distilled Vodka delivers a smooth, clean taste perfect for cocktails or sipping. Crafted with a time-honored triple distillation process, this 750ml bottle offers exceptional clarity and a crisp finish. Ideal for any occasion, it’s a versatile spirit that elevates your favorite mixed drinks.","Buy Smirnoff Triple Distilled Vodka 750ml online. Smooth, clean taste from triple distillation. Perfect for cocktails. Great price and in stock.",9,10,"Clear bottle with red label, recognizable brand, simple to render.","Smirnoff Triple Distilled Vodka 750ml bottle, plain white background, product-only, no text overlays."
384,811538010139,Tequila,1800 Blanco,750ml,31.19,12.0,7.2,49.675,1800 Blanco Tequila 750ml | Premium Silver Tequila,"1800 Blanco is a premium tequila from the Highlands of Jalisco. This 750ml bottle offers crisp, agave flavors. Ideal for top-shelf margaritas.","Get 1800 Blanco Tequila 750ml. Premium silver tequila, smooth and crisp. Large bottle.",8,10,"1800 bottle, clear label.","1800 Blanco Tequila 750ml bottle on white background, front view.",,,,,952.075,,quick_threshold,quick_sellability>=8;quick_imageability>=8,1800 Blanco Tequila 750ml,"1800 Blanco is a crystal-clear, premium tequila made from 100% blue Weber agave. Its smooth, clean taste features hints of sweet agave, citrus, and a peppery finish. Perfect for sipping neat or elevating your favorite cocktails like margaritas and palomas.","Buy 1800 Blanco Tequila 750ml online. Smooth, 100% blue agave tequila with citrus and pepper notes. Ideal for sipping or cocktails. In stock now.",8,9,"Clear bottle with recognizable label, easy to depict.","1800 Blanco Tequila 750ml bottle on plain white background, front-facing, studio lighting, no people, no text overlays."
392,083089451352,Tequila,CASAMIGOS REPOSADO,375 ML,23.63,12.0,5.45,49.671,Casamigos Reposado Tequila 375ml | Premium Aged Tequila,"Casamigos Reposado is a smooth, premium tequila aged for 7 months. This 375ml bottle offers notes of vanilla, caramel, and oak. A favorite of connoisseurs.","Shop Casamigos Reposado Tequila 375ml. Smooth aged tequila, premium quality. Available now.",8,10,Casamigos bottle with classic label.,"Casamigos Reposado Tequila 375ml bottle on white background, front view.",,,,,952.071,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Casamigos Reposado Tequila 375ml | Buy Online,"Casamigos Reposado Tequila offers a smooth, rich taste with hints of caramel and vanilla. Aged for months in American white oak barrels, this 375ml bottle delivers a premium sipping experience perfect for cocktails or neat enjoyment.","Shop Casamigos Reposado Tequila 375ml. Smooth, oak-aged tequila with caramel and vanilla notes. Perfect for sipping or mixing. Order online today.",8,9,"Well-known brand, distinct bottle shape and label.","Casamigos Reposado Tequila 375ml bottle, plain white background, product-only, no people, no text overlays."
393,674545000612,Tequila,Don Julio Anejo,375ml,27.41,12.0,6.32,49.67,Don Julio Añejo Tequila 375ml | Premium Aged Tequila,"Don Julio Añejo is a premium aged tequila with rich notes of chocolate and oak. This 375ml bottle offers a smooth, complex finish. A connoisseur’s choice.","Get Don Julio Añejo Tequila 375ml. Premium aged tequila, rich and smooth. Small bottle, big taste.",8,10,Don Julio Añejo bottle.,"Don Julio Añejo Tequila 375ml bottle on white background, front label.",,,,,952.07,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Don Julio Anejo Tequila 375ml | Premium Aged Tequila,"Don Julio Anejo is a premium tequila aged 18 months in American white oak barrels. It offers a rich, smooth taste with notes of caramel, vanilla, and toasted oak. Perfect for sipping neat or elevating classic cocktails. 375ml bottle.","Buy Don Julio Anejo Tequila 375ml online. Aged 18 months for a smooth, rich flavor with caramel and oak notes. Ideal for sipping or cocktails. Premium tequila.",9,10,"Well-known bottle shape and label design, easy to depict.","Don Julio Anejo tequila 375ml bottle, clear glass, gold label, white background, product photography."
402,088076180451,Vodka,Ciroc Apple,750ml,35.69,12.0,8.21,49.66,Ciroc Apple Vodka 750ml,"Ciroc Apple is a premium vodka infused with natural apple flavors. Distilled from fine French grapes, it offers a crisp, fruity taste. 750ml bottle. Ideal for cocktails.",Buy Ciroc Apple Vodka 750ml. Premium grape-based vodka with natural apple flavor. Shop now.,8,10,Distinct bottle shape,A 750ml bottle of Ciroc Apple vodka on white background.,,,,,952.06,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Apple Vodka 750ml | Premium French Vodka,"Ciroc Apple vodka delivers a crisp, juicy apple taste with a smooth finish. Distilled from fine French grapes, this 750ml bottle offers a refreshing twist for cocktails or sipping neat. Perfect for any occasion.","Buy Ciroc Apple Vodka 750ml online. Crisp apple flavor, smooth finish, made from French grapes. Perfect for cocktails. Order now for pickup or delivery.",8,9,"Clear bottle, green apple accents, recognizable brand.","Ciroc Apple vodka bottle, 750ml, plain white background, product photography, no people."
403,088076177406,Vodka,Ciroc Peach,750ml,35.69,12.0,8.21,49.66,Ciroc Peach Vodka 750ml,"Ciroc Peach is a premium vodka infused with natural peach flavors. Made from French grapes, it delivers a smooth, juicy taste. 750ml bottle. Great for cocktails.",Buy Ciroc Peach Vodka 750ml. Premium grape vodka with natural peach flavor. In stock.,8,10,Distinct bottle shape,A 750ml bottle of Ciroc Peach vodka on white background.,,,,,952.06,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Peach Vodka 750ml | Premium Flavored Vodka,"Ciroc Peach Vodka delivers a lush, juicy peach flavor with a smooth, refined finish. Distilled from fine French grapes, this 750ml bottle offers a sophisticated twist for cocktails or sipping neat. Perfect for summer spritzers or peach martinis.","Buy Ciroc Peach Vodka 750ml online. Premium French vodka infused with natural peach essence. Smooth, fruity, and perfect for cocktails. Order now for pickup or delivery.",8,9,"Well-known brand, distinct peach flavor, standard bottle shape.","Ciroc Peach Vodka 750ml bottle on plain white background, product-only, no text overlays."
404,088076189195,Vodka,Ciroc limonata,750ml,35.69,12.0,8.21,49.66,Ciroc Limonata Vodka 750ml,"Ciroc Limonata is a premium vodka with natural lemon flavor. Crafted from French grapes, it offers a bright, citrus taste. 750ml bottle. Perfect for refreshing cocktails.",Buy Ciroc Limonata Vodka 750ml. Premium lemon-flavored vodka from French grapes. Shop now.,8,10,Distinct bottle shape,A 750ml bottle of Ciroc Limonata vodka on white background.,,,,,952.06,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Limonata Vodka 750ml | Premium Lemon Flavored Vodka,"Ciroc Limonata is a premium vodka infused with vibrant lemon essence, crafted from fine French grapes. Its smooth, refreshing citrus profile makes it perfect for crisp cocktails or sipping chilled. A sophisticated choice for those who appreciate bright, zesty flavors in a luxurious spirit.","Buy Ciroc Limonata Vodka 750ml online. Premium lemon flavored vodka made from French grapes. Smooth, zesty, and perfect for cocktails. Order now for pickup or delivery.",8,9,"Clear bottle with yellow label and lemon imagery, easy to depict.","Ciroc Limonata vodka bottle, 750ml, clear glass, yellow label with lemon design, plain white background, product photography."
413,835229000711,Vodka,Absolut Elyx,750ml,34.99,12.0,8.0,49.635,Absolut Elyx Vodka 750ml,"Absolut Elyx is a premium vodka made from winter wheat. Known for its smooth, rich taste. 750ml bottle. Perfect for sophisticated cocktails.",Buy Absolut Elyx Vodka 750ml. Premium wheat vodka with a smooth finish. In stock.,8,10,Distinct bottle shape,A 750ml bottle of Absolut Elyx vodka on white background.,,,,,952.035,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Absolut Elyx Vodka 750ml | Luxury Swedish Vodka,"Absolut Elyx is a luxury Swedish vodka crafted from single-estate winter wheat and distilled in a vintage copper column still. Silky smooth with a rich, clean taste, it elevates any cocktail. Perfect for sipping neat or in premium mixed drinks.","Buy Absolut Elyx Vodka 750ml online. Luxury Swedish vodka with a silky smooth taste, distilled in copper for purity. Perfect for cocktails or sipping neat.",8,9,"Distinctive bottle with copper accents, easily recognizable.","Absolut Elyx 750ml vodka bottle on plain white background, front-facing, copper detailing visible."
338,088076163164,Whiskey,Johnnie Walker Red Label,1.75 L,49.39,10.0,12.83,49.859,Johnnie Walker Red Label 1.75L | Blended Scotch Whisky,"Johnnie Walker Red Label is the world's best-selling blended Scotch whisky. This 1.75L bottle offers vibrant, versatile flavors perfect for mixing or enjoying on the rocks.","Shop Johnnie Walker Red Label 1.75L. Best-selling Scotch whisky, great for cocktails. Large size value.",8,10,Large Johnnie Walker Red Label bottle.,"Johnnie Walker Red Label 1.75L bottle on white background, front label.",,,,,951.859,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Johnnie Walker Red Label 1.75 L | Buy Whiskey Online,"Johnnie Walker Red Label is a bold, versatile Scotch whisky with a vibrant blend of up to 35 malt and grain whiskies. Its distinctive smoky and spicy character makes it perfect for mixing in classic cocktails like the Highball or enjoying on the rocks. A timeless choice for any occasion.","Shop Johnnie Walker Red Label 1.75 L. A bold Scotch whisky with smoky, spicy notes. Perfect for cocktails. In stock now at a great price.",9,10,"Iconic square bottle with red label, easily recognizable.","Johnnie Walker Red Label 1.75 L bottle, plain white background, product photography, no text, no people."
339,080432400395,Whiskey,Chivas Regal,750ml,37.43,10.0,9.69,49.843,Chivas Regal 750ml | Premium Blended Scotch Whisky,"Chivas Regal is a premium blended Scotch whisky known for its smooth, rich taste. This 750ml bottle offers notes of honey, apple, and vanilla. Enjoy the sophistication.","Buy Chivas Regal 750ml. Premium blended Scotch whisky, smooth and refined. Available now.",8,10,Chivas Regal bottle with its distinctive label.,"Chivas Regal 750ml bottle on white background, front view.",,,,,951.843,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Chivas Regal 12 Year Old Blended Scotch Whisky 750ml,"Chivas Regal 12 Year Old is a smooth, rich blended Scotch whisky with notes of honey, ripe apple, and vanilla. Aged for 12 years, it delivers a generous, creamy taste and a long, warm finish. Perfect for sipping neat or in classic cocktails.","Buy Chivas Regal 12 Year Old Blended Scotch Whisky 750ml online. Smooth, rich, and aged 12 years. Notes of honey, apple, and vanilla. Perfect for gifting or cocktails.",8,9,Iconic bottle shape and label make it highly recognizable.,"Chivas Regal 12 Year Old Blended Scotch Whisky 750ml bottle, front view, plain white background, studio lighting, no people."
440,088076183728,Vodka,CIROC Summer Watermelon,750ML,35.69,12.0,7.51,49.307,Ciroc Summer Watermelon Vodka 750ml,Ciroc Summer Watermelon is a limited edition vodka infused with natural watermelon flavor. Smooth and refreshing. 750ml bottle.,Buy Ciroc Summer Watermelon Vodka 750ml. Limited edition watermelon vodka. Refreshing.,8,10,Distinct bottle,A 750ml bottle of Ciroc Summer Watermelon vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,CIROC Summer Watermelon Vodka 750ML,"CIROC Summer Watermelon vodka delivers a refreshing burst of juicy watermelon flavor, crafted with premium French grapes. Smooth and vibrant, it's perfect for summer cocktails or sipping chilled. Enjoy the taste of sun-ripened watermelon in every sip.","Buy CIROC Summer Watermelon Vodka 750ML online. Refreshing watermelon flavor, smooth French vodka. Perfect for summer cocktails. Order now.",8,9,Distinctive bottle and watermelon theme are easy to visualize.,"CIROC Summer Watermelon vodka bottle, 750ml, plain white background, product photography, no people, no text overlays."
441,088076185395,Vodka,Ciroc,750ml,35.69,12.0,7.51,49.307,Ciroc Vodka 750ml,Ciroc is a premium vodka distilled from French grapes. Smooth and luxurious. 750ml bottle. Perfect for upscale cocktails.,Buy Ciroc Vodka 750ml. Premium grape-based vodka. Smooth and luxurious. In stock.,8,10,Distinct bottle,A 750ml bottle of Ciroc vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Vodka 750ml – Premium French Grape Vodka,"Ciroc Vodka is distilled five times from fine French grapes for an exceptionally smooth, crisp taste. This 750ml bottle delivers a clean finish with subtle citrus notes, perfect for sipping neat or elevating your favorite cocktails.","Buy Ciroc Vodka 750ml online. Distilled from French grapes, this ultra-premium vodka offers a smooth, crisp taste. Perfect for cocktails or sipping. Order now.",8,9,"Distinctive blue bottle with metallic label, easy to render.","Ciroc vodka 750ml bottle, blue glass, metallic label, plain white background, product photography."
442,088076179080,Vodka,Ciroc Pineapple,750ml,35.69,12.0,7.51,49.307,Ciroc Pineapple Vodka 750ml,Ciroc Pineapple is a premium vodka infused with natural pineapple flavor. Smooth and tropical. 750ml bottle. Great for cocktails.,Buy Ciroc Pineapple Vodka 750ml. Premium pineapple-flavored vodka. Tropical and smooth.,8,10,Distinct bottle,A 750ml bottle of Ciroc Pineapple vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Pineapple Vodka 750ml | Buy Online,"Ciroc Pineapple vodka delivers a smooth, tropical twist on premium French vodka. Distilled from fine French grapes and infused with pineapple and other natural flavors, it offers a lush, juicy taste perfect for refreshing cocktails or sipping neat.",Shop Ciroc Pineapple Vodka 750ml. Smooth French vodka with tropical pineapple flavor. Perfect for cocktails. Order online for delivery or pickup.,9,10,"Distinctive bottle with pineapple imagery, easy to render.","Ciroc Pineapple vodka bottle, 750ml, front view, plain white background, product photography, no text overlays."
443,088076175051,Vodka,Ciroc Red Berry,750ml,35.69,12.0,7.51,49.307,Ciroc Red Berry Vodka 750ml,Ciroc Red Berry is a premium vodka infused with natural red berry flavors. Smooth and fruity. 750ml bottle. Perfect for cocktails.,Buy Ciroc Red Berry Vodka 750ml. Premium red berry vodka. Fruity and smooth.,8,10,Distinct bottle,A 750ml bottle of Ciroc Red Berry vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Red Berry Vodka 750ml | Premium Flavored Vodka,"Ciroc Red Berry blends French vodka with ripe raspberry and strawberry flavors for a smooth, refreshing taste. Perfect for cocktails or sipping neat, this 750ml bottle delivers a vibrant berry experience with Ciroc's signature elegance.","Buy Ciroc Red Berry Vodka 750ml online. Premium French vodka infused with raspberry and strawberry. Smooth, versatile, and perfect for cocktails. Order now.",9,10,"Distinctive bottle shape, red berry color cues, well-known brand.","Ciroc Red Berry vodka bottle, 750ml, on plain white background, product photography, no people, no text overlays."
444,088076161863,Vodka,Ciroc Vodka,750ml,35.69,12.0,7.51,49.307,Ciroc Vodka 750ml,Ciroc is a premium vodka made from French grapes. Smooth and refined. 750ml bottle. Ideal for martinis and cocktails.,Buy Ciroc Vodka 750ml. Premium French grape vodka. Smooth and refined. Shop now.,8,10,Distinct bottle,A 750ml bottle of Ciroc vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Vodka 750ml | Premium French Vodka,"Ciroc Vodka is a premium spirit distilled from fine French grapes, offering a smooth, crisp taste with subtle citrus notes. Perfect for sipping neat or elevating your favorite cocktails, this 750ml bottle brings a touch of luxury to any occasion.","Shop Ciroc Vodka 750ml. Distilled from French grapes for a smooth, crisp taste. Perfect for cocktails or sipping. Premium vodka at a great price.",9,10,"Well-known brand, distinct bottle shape, clear liquid.","Ciroc Vodka 750ml bottle on plain white background, product photography, no people, no text overlays."
445,088076187399,Vodka,Ciroc passion,"=""750""",35.69,12.0,7.51,49.307,Ciroc Passion Vodka 750ml,Ciroc Passion is a premium vodka infused with natural passion fruit flavor. Smooth and exotic. 750ml bottle. Great for tropical cocktails.,Buy Ciroc Passion Vodka 750ml. Premium passion fruit vodka. Exotic and smooth.,8,10,Distinct bottle,A 750ml bottle of Ciroc Passion vodka on white background.,,,,,951.707,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ciroc Passion Vodka 750ml | Tropical Fruit Flavored Vodka,"Ciroc Passion is a premium vodka infused with exotic tropical fruit flavors. Distilled from fine French grapes, it delivers a smooth, vibrant taste with notes of passion fruit and other tropical essences. Perfect for crafting refreshing cocktails or enjoying on the rocks.","Buy Ciroc Passion Vodka 750ml online. A tropical fruit-infused vodka made from French grapes. Smooth and vibrant, ideal for cocktails. Order now for pickup or delivery.",8,9,Distinctive bottle with tropical fruit imagery is easy to visualize.,"Ciroc Passion vodka 750ml bottle on plain white background, front-facing, with tropical fruit label design."
513,018200250040,Beer,Busch Light Beer,25 oz,2.89,15.0,0.87,48.599,Busch Light Beer 25 oz Can - Buy Cold,"Busch Light Beer is a crisp and refreshing light lager in a convenient 25 oz can. It's perfect for tailgating, parties, or relaxing at home. Low in calories but full of flavor. Stock up now.",Buy Busch Light Beer 25 oz can. Crisp light lager. Great for parties and tailgating. Available now.,9,9,"Beer can, easy to image","A 25 oz can of Busch Light Beer on a plain white background, front label visible.",,,,,1041.599,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Busch Light Beer 25 oz Can - Crisp & Refreshing,"Busch Light Beer in a 25 oz can delivers a crisp, refreshing taste with fewer calories. Perfect for casual gatherings, tailgates, or relaxing at home. Enjoy the smooth, light-bodied lager that's easy to drink and always satisfying.","Buy Busch Light Beer 25 oz can. Crisp, refreshing light lager with fewer calories. Perfect for any occasion. Get yours today!",8,9,"Recognizable can design, easy to depict.","Single 25 oz Busch Light beer can, standing upright, plain white background, product photography."
419,811538010924,Tequila,Jose Cuervo Tequila Gold Blue Agave,200ml,7.99,10.0,2.36,49.5,Jose Cuervo Tequila Gold Blue Agave 200ml,Jose Cuervo Tequila Gold Blue Agave is a classic gold tequila. Smooth with caramel notes. 200ml bottle. Perfect for shots or cocktails.,"Buy Jose Cuervo Tequila Gold Blue Agave 200ml. Classic gold tequila, smooth and versatile.",8,10,Small bottle,A 200ml bottle of Jose Cuervo Tequila Gold on white background.,,,,,951.5,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Jose Cuervo Gold Tequila 200ml | Blue Agave,"Jose Cuervo Gold is a blend of reposado and younger tequilas, crafted from blue agave. Its smooth, balanced character makes it perfect for margaritas, shots, or sipping. This 200ml bottle is ideal for trying or gifting.","Buy Jose Cuervo Gold Tequila 200ml. A smooth blend of blue agave tequilas, perfect for margaritas and shots. Great value in a convenient size.",8,9,"Well-known brand, standard bottle shape, gold liquid, clear label.","Jose Cuervo Gold Tequila 200ml bottle, blue agave, gold liquid, white background, product photo."
